Time,Blank,Blank,Blank,EAS 80,EAS 80,EAS 80,EAS 40,EAS 40,EAS 40,EAS 20,EAS 20,EAS 20,EAS 10,EAS 10,EAS 10,EAS 5,EAS 5,EAS 5
117,2343,2282,2195,78873,72680,74038,32587,34599,32654,17650,17364,16489,11543,11796,11862,6382,6218,5930
117.5,2332,2213,2232,78723,73144,73556,32682,34467,32321,17870,17310,17036,11412,11852,11786,6402,6236,5915
118,2382,2269,2209,78706,72932,72712,32747,34359,32516,17677,17348,16707,11456,11757,11717,6321,6300,5929
118.5,2342,2262,2222,79392,73237,73226,33005,34312,32462,17630,17424,17077,11417,11808,11702,6394,6284,5908
119,2384,2215,2235,78360,72533,73122,32504,34199,32470,17645,17315,17161,11372,11718,11716,6425,6232,5934
119.5,2364,2212,2175,77611,72290,72745,32453,34154,32782,17578,17254,17632,11417,11713,11676,6317,6194,5977
120,2409,2358,2316,78232,72591,73028,32410,34162,32472,17628,17218,16576,11299,11778,11684,6234,6213,5872
120.5,2335,2199,2244,78156,72386,72929,32221,33930,32320,17658,17257,16958,11474,11800,11725,6352,6204,5905
121,2394,2269,2203,78526,72040,72643,32680,34015,32396,17519,17269,17080,11344,11815,11926,6348,6222,5926
121.5,2351,2216,2266,78636,71462,72607,32388,33930,32376,17616,17118,16468,11201,11736,11630,6303,6249,5863
122,2369,2250,2254,78135,72171,73367,32723,34175,32414,17567,17123,16950,11346,11724,11725,6270,6131,5876
122.5,2372,2292,2295,78440,71706,72829,32623,34446,32129,17464,17052,16708,11219,11827,11694,6200,6115,5887
123,2404,2248,2246,77840,72210,72796,32528,33940,32074,17705,17140,16962,11320,11811,11699,6309,6112,5847
123.5,2328,2226,2222,77797,72054,72956,32397,34120,32390,17673,17112,16643,11279,11656,11680,6340,6124,5822
124,2362,2250,2202,78032,72054,72496,32032,33818,31942,17732,16867,16489,11300,11618,11643,6223,6173,5846
124.5,2347,2222,2249,77966,71832,72760,32584,33739,31981,17510,17269,16672,11316,11603,11670,6168,6200,5840
125,2340,2283,2258,78570,72059,72586,32506,33988,32136,17607,17129,17472,11352,11872,11807,6236,6145,5876
125.5,2385,2239,2200,77481,72332,72100,32426,33965,31818,17420,17018,16792,11319,11676,11629,6294,6200,5910
126,2414,2262,2221,77745,71874,72860,32512,33900,32318,17545,17166,16977,11246,11763,11699,6232,6175,5841
126.5,2322,2220,2220,77878,71554,72120,32520,33980,32395,17528,17093,16703,11372,11780,11703,6183,6098,5788
127,2424,2246,2188,77784,71971,71872,32321,33522,32153,17485,16963,16460,11334,11710,11547,6286,6052,5805
127.5,2364,2244,2256,77522,71342,72354,32226,33694,32090,17606,17259,16903,11315,11711,11597,6181,6132,5905
128,2365,2242,2225,77430,71669,71678,32372,33943,31986,17477,17020,16933,11288,11721,11752,6233,6113,5795
128.5,2382,2229,2143,76969,71414,72032,32255,33535,31918,17348,16939,16454,11230,11743,11786,6220,6116,5802
129,2338,2226,2172,78074,70893,71967,32469,33616,32185,17447,16987,16723,11403,11587,11775,6149,6130,5747
129.5,2375,2198,2185,77254,72192,72152,31889,33677,31854,17320,16958,16571,11361,11639,11679,6192,6076,5799
130,2378,2212,2263,77052,71444,72038,31949,33490,32082,17331,16967,16200,11242,11561,11623,6216,6141,5782
130.5,2317,2342,2237,77258,71322,72224,32309,33647,31731,17411,16998,16426,11249,11746,11637,6135,6094,5818
131,2346,2317,2227,77961,71438,71448,32500,33562,31685,17347,16988,17038,11316,11754,11626,6117,6031,5796
131.5,2286,2338,2264,77445,70871,71730,32191,33568,31982,17328,16981,16756,11206,11661,11694,6194,6051,5758
132,2330,2232,2170,76597,70515,71532,31911,33396,32026,17239,16939,16790,11149,11607,11555,6109,5995,5843
132.5,2360,2188,2192,77005,71089,71541,32102,33478,32137,17295,16910,16418,11310,11599,11435,6196,5979,5726
133,2336,2201,2203,76839,71170,70724,31882,33391,31570,17324,16898,16635,11247,11548,11656,6165,6033,5785
133.5,2325,2204,2168,76552,70248,71734,31970,33670,31913,17250,17003,16322,11224,11731,11656,6164,6014,5752
134,2350,2241,2190,76525,70692,71409,31697,33455,31899,17178,16966,16534,11215,11620,11644,6137,6049,5801
134.5,2372,2286,2228,77003,71350,71186,31637,33456,31624,17377,16870,16442,11118,11699,11582,6005,6076,5775
135,2329,2238,2193,76599,70748,71271,31708,33423,31756,17280,16986,16132,11203,11634,11609,6101,5978,5746
135.5,2322,2184,2172,76872,70115,71272,31684,33458,31818,17262,16798,16360,11230,11640,11720,6118,6021,5792
136,2304,2247,2205,77056,70795,71611,31644,33440,31877,17217,16812,17179,11240,11669,11584,6103,6058,5709
136.5,2362,2238,2222,76388,71173,71298,32172,33451,31796,17198,16712,16163,11117,11625,11610,6136,6075,5700
137,2339,2259,2224,76738,70602,70970,31604,33394,31576,17280,16778,16224,11220,11642,11544,6066,6063,5690
137.5,2340,2210,2257,76349,69962,72074,31722,33083,31514,17335,16641,16134,11118,11554,11644,6002,5988,5726
138,2382,2286,2259,76997,70004,71000,31787,33309,31632,17218,16764,16189,11176,11594,11570,6034,5955,5722
138.5,2330,2343,2223,76489,70418,71749,31755,33258,31606,17175,16764,16732,11240,11640,11596,6063,6007,5705
139,2345,2314,2306,75639,70111,70860,31582,33189,31500,17145,16784,16638,11230,11671,11680,6067,6045,5720
139.5,2343,2220,2200,76567,70395,71297,31525,33123,31244,17046,16729,16150,11204,11738,11612,5983,6031,5674
140,2354,2224,2195,76501,70552,70694,31851,33130,31523,17242,16798,16188,11265,11586,11648,6048,5988,5741
140.5,2362,2245,2236,76343,70464,71244,31844,32986,31590,17029,16850,16138,11251,11704,11610,6068,5966,5660
141,2373,2193,2142,76412,70220,70397,31627,33045,31432,17178,16732,16112,11120,11568,11545,6033,5998,5753
141.5,2344,2254,2134,75451,69810,70762,31264,32736,31404,16944,16872,16260,11117,11426,11574,5958,5954,5717
142,2389,2163,2147,76072,70354,70735,31692,32977,31378,17189,16869,16839,11237,11642,11574,6076,5934,5636
142.5,2394,2164,2168,76620,69722,70317,31596,32848,31240,16990,16595,16258,11250,11578,11562,6058,5971,5724
143,2334,2218,2198,75750,70200,70736,31628,33004,31429,17183,16658,16308,11136,11602,11680,5979,5947,5690
143.5,2340,2284,2227,75176,69940,70566,31317,33078,31274,17037,16734,16432,11279,11636,11558,6028,5912,5652
144,2332,2315,2270,75680,70222,70622,31249,32872,31092,17075,16676,16707,11280,11555,11532,5990,5908,5672
144.5,2287,2315,2266,75403,69526,70079,31389,33020,31351,17068,16682,16067,11010,11695,11602,5880,5879,5588
145,2298,2295,2253,75705,69254,70406,31295,32648,31334,17022,16713,15971,11177,11658,11601,5899,5881,5648
145.5,2377,2251,2191,75481,69984,70544,31014,32956,31268,17237,16693,16081,11113,11324,11427,5990,5842,5583
146,2353,2376,2285,74798,70004,70034,31191,33011,30947,16867,16551,16626,11224,11535,11531,5810,5870,5585
146.5,2320,2300,2179,75046,69304,70313,30982,33113,31232,16978,16814,16888,11081,11666,11482,5820,5867,5600
147,2367,2213,2113,75390,69542,70350,30899,32720,31331,17059,16534,16125,11062,11581,11418,5921,5844,5602
147.5,2318,2230,2193,75500,69459,69848,31332,32771,31251,16955,16608,16777,11154,11424,11581,5898,5798,5704
148,2378,2251,2231,75398,69335,70551,31332,32797,30961,16940,16511,16247,11050,11647,11438,5822,5849,5640
148.5,2360,2239,2201,75241,69427,70200,31285,32896,31336,16928,16681,16030,11075,11503,11520,5925,5807,5657
149,2315,2251,2186,75545,69402,70244,31032,32634,31114,16978,16695,16768,11069,11511,11480,5846,5978,5596
149.5,2342,2243,2208,74767,68970,69712,31038,32558,30977,16779,16583,17028,11122,11595,11552,5826,5926,5620
150,2300,2314,2295,74850,69270,69343,31255,32450,31187,16981,16528,16751,11070,11635,11474,5834,5853,5564
150.5,2309,2195,2173,74833,69240,69697,31221,32680,31050,16878,16462,16404,11106,11599,11556,5792,5840,5615
151,2294,2248,2190,75067,69416,69762,31250,32636,30990,16975,16545,16476,11108,11482,11470,5842,5841,5507
151.5,2337,2184,2189,74963,68827,70051,31295,32289,30975,16906,16659,16290,11032,11448,11566,5892,5831,5599
152,2342,2190,2157,74992,69300,69671,31101,32726,30903,16768,16359,15933,11158,11469,11488,5840,5846,5620
152.5,2310,2224,2196,75071,69347,69093,31165,32464,30852,16928,16481,15911,11180,11486,11561,5834,5765,5597
153,2356,2292,2142,74905,69372,69844,30996,32304,31155,16843,16665,15938,11196,11583,11526,5766,5827,5638
153.5,2289,2305,2257,74905,68841,69432,31154,32539,30792,16928,16404,15900,11083,11513,11484,5757,5746,5559
154,2352,2328,2276,74700,68239,69164,31227,32322,31314,16752,16541,16003,10970,11662,11448,5750,5788,5609
154.5,2322,2255,2215,74216,68389,69851,31123,32449,30868,17004,16480,16160,11023,11542,11528,5783,5796,5532
155,2319,2207,2205,74363,68431,69454,30809,32644,30670,16732,16615,15789,11073,11578,11585,5752,5759,5561
155.5,2367,2281,2263,74117,68667,68993,30455,32556,31065,16812,16546,15759,11146,11472,11578,5804,5826,5475
156,2342,2335,2238,74182,68964,69524,30807,32603,30721,16709,16509,16405,11196,11411,11501,5832,5768,5522
156.5,2309,2270,2274,74516,68876,68695,30924,32337,30926,16874,16529,15801,11108,11491,11488,5713,5739,5597
157,2352,2196,2162,75156,68044,69178,30956,32504,30794,16991,16468,15891,10900,11423,11438,5744,5712,5570
157.5,2316,2319,2210,74001,68694,69127,30831,32253,30693,16931,16638,16623,11103,11398,11499,5735,5862,5538
158,2294,2358,2272,73772,68380,69276,30688,32101,30811,16785,16331,16202,11103,11460,11374,5765,5783,5549
158.5,2396,2214,2222,73724,67903,68720,30619,32054,30780,16848,16404,16421,11076,11448,11602,5714,5746,5517
159,2324,2294,2185,73886,68446,68878,30383,31959,30706,16818,16369,16326,11181,11477,11304,5782,5773,5485
159.5,2306,2287,2204,73870,68259,69062,30765,32012,30728,16777,16455,15854,11011,11482,11497,5761,5802,5629
160,2350,2222,2197,74090,68329,68900,30720,32313,30488,16644,16477,15849,11048,11362,11508,5696,5797,5561
160.5,2305,2228,2160,73926,67685,68699,30508,32133,30867,16630,16269,16276,11020,11466,11556,5728,5701,5482
161,2328,2300,2248,73681,67977,68739,30470,32183,30723,16666,16352,15686,10950,11479,11425,5770,5791,5503
161.5,2294,2235,2168,73595,67784,68020,30382,32020,30685,16599,16464,15680,10998,11428,11440,5722,5819,5561
162,2330,2246,2224,73812,67998,68366,30608,32536,30430,16758,16504,16066,11073,11490,11449,5772,5738,5518
162.5,2334,2311,2176,73648,68065,69055,30739,32098,30666,16571,16311,16418,10969,11493,11366,5707,5681,5481
163,2315,2224,2187,73589,67996,68121,30723,32206,30644,16750,16279,16149,11032,11502,11506,5740,5730,5444
163.5,2350,2336,2267,73592,68088,68623,30499,32298,30468,16819,16451,16045,11034,11481,11462,5731,5648,5485
164,2296,2244,2199,74135,68188,68562,30676,31962,30372,16679,16362,15858,11014,11450,11465,5750,5723,5512
164.5,2326,2279,2241,73485,67757,68464,30717,32009,30387,16672,16185,15681,11072,11434,11494,5740,5733,5531
165,2326,2264,2235,73278,67600,68535,30460,31825,30390,16706,16216,15831,11133,11282,11405,5637,5808,5460
165.5,2331,2262,2249,73044,67572,68598,30388,31789,30220,16611,16377,16403,10990,11500,11426,5762,5662,5556
166,2309,2218,2224,72882,67569,67820,30124,32195,30358,16740,16254,16136,10982,11510,11408,5663,5654,5444
166.5,2303,2292,2161,73673,67518,68311,30341,31802,30381,16608,16280,16382,11008,11393,11443,5590,5769,5406
167,2351,2246,2208,73555,67412,68382,30461,31900,30223,16704,16106,16038,11064,11354,11422,5650,5779,5491
167.5,2328,2270,2162,72933,67670,67505,30264,31995,30134,16528,16416,16211,10968,11406,11366,5686,5728,5481
168,2354,2336,2233,73032,67482,67406,30234,31979,29952,16469,16293,15623,11006,11472,11450,5676,5669,5469
168.5,2311,2287,2232,73212,67257,67796,29968,31617,30413,16503,16312,15713,10944,11491,11349,5725,5704,5510
169,2368,2355,2215,73194,67471,67383,30007,31724,30330,16302,16283,16058,11061,11439,11421,5655,5675,5443
169.5,2294,2282,2217,73134,67203,68361,30194,31884,30046,16487,16050,16352,10939,11501,11359,5593,5616,5459
170,2338,2217,2194,73131,67408,67788,30651,31730,30373,16488,16234,15966,11023,11576,11426,5639,5628,5419
170.5,2321,2247,2220,72926,66760,67731,30407,31598,30362,16444,16138,16345,11032,11435,11399,5567,5729,5466
171,2330,2223,2170,72434,67045,67298,30052,31568,30028,16336,16264,16126,11034,11314,11341,5593,5578,5492
171.5,2310,2179,2140,72825,67219,67709,30020,31684,30066,16644,16140,15334,10988,11408,11345,5639,5714,5458
172,2340,2196,2181,72463,66929,67384,29924,31714,30199,16485,16068,15518,10986,11448,11324,5575,5687,5443
172.5,2351,2305,2227,72838,67178,67549,30146,31534,29920,16372,15964,15730,10854,11505,11266,5689,5713,5444
173,2306,2213,2152,72756,67121,67668,30154,31664,29893,16430,16104,15617,10899,11464,11416,5624,5670,5395
173.5,2361,2301,2259,72615,66549,67665,30001,31840,29833,16290,16129,16471,10962,11464,11406,5570,5699,5485
174,2287,2253,2212,72390,67162,67651,30163,31543,29776,16322,16195,15896,11042,11637,11477,5580,5658,5467
174.5,2353,2144,2144,72944,67248,67521,30202,31426,29861,16595,15834,16379,10949,11408,11368,5574,5658,5475
175,2329,2206,2170,72384,66404,67388,30461,31296,29929,16294,16027,16523,10935,11539,11519,5635,5656,5478
175.5,2332,2147,2168,72465,66695,67004,30093,31280,29852,16382,16112,16484,11055,11448,11294,5526,5604,5447
176,2326,2282,2228,72469,66356,67233,29906,31512,29779,16350,15951,15999,11046,11503,11318,5571,5660,5355
176.5,2359,2306,2240,72774,66663,66914,29913,31546,29884,16479,16222,16248,10990,11441,11455,5530,5714,5380
177,2289,2307,2212,72171,66150,67689,29972,31534,29916,16371,16040,15563,10980,11359,11378,5508,5590,5394
177.5,2286,2225,2186,72173,66816,67137,30004,31581,29865,16369,16069,15465,10942,11392,11264,5534,5638,5349
178,2322,2250,2170,72205,66313,66840,29915,31267,29859,16363,16081,15645,10896,11389,11307,5542,5616,5403
178.5,2310,2291,2268,72016,66692,67234,30072,30918,29843,16388,16038,16266,10871,11407,11353,5474,5623,5386
179,2350,2192,2151,72372,66328,66504,30174,30850,29437,16300,15925,16009,10838,11426,11295,5600,5567,5432
179.5,2331,2286,2204,72533,66469,67247,30053,31177,29834,16480,15861,15462,11044,11454,11334,5496,5506,5311
180,2316,2239,2206,72254,66548,66699,29818,31100,29850,16246,16080,15383,10869,11362,11374,5399,5626,5386
180.5,2285,2210,2219,72190,66023,66835,29846,31379,29417,16314,15926,16394,10951,11276,11372,5532,5547,5428
181,2356,2242,2175,71774,66250,66798,29881,31239,29564,16403,15952,15451,11090,11405,11424,5586,5616,5358
181.5,2332,2176,2220,71679,65806,66693,29833,31089,29782,16433,16050,16621,10858,11383,11366,5492,5604,5310
182,2312,2229,2196,72189,66253,66768,29755,30874,29677,16186,16072,15705,11030,11399,11390,5556,5544,5325
182.5,2300,2231,2154,72088,66502,66846,29850,31154,29586,16242,15872,16499,10834,11392,11387,5488,5638,5364
183,2325,2290,2201,71752,65703,67196,29934,31035,29370,16113,15806,15507,10856,11334,11404,5491,5570,5344
183.5,2306,2094,2122,71810,66176,67042,29874,31076,29512,16324,16003,16484,10900,11432,11370,5346,5578,5321
184,2331,2195,2121,71826,66032,66460,29849,30749,29723,16230,15797,15989,11001,11391,11410,5497,5574,5299
184.5,2334,2135,2135,71788,66274,67060,29982,31277,29504,16054,15922,15637,10925,11466,11410,5530,5522,5317
185,2278,2191,2167,71648,66271,66417,29888,31148,29621,16262,15857,15743,10982,11372,11300,5478,5544,5414
185.5,2315,2208,2152,72831,65822,66811,29738,30926,29298,16416,15894,15444,10916,11310,11431,5488,5571,5341
186,2330,2251,2230,71777,66062,66033,29809,30904,29435,16246,15868,15304,10895,11324,11257,5426,5497,5348
186.5,2293,2295,2190,71364,66140,66392,30129,31119,29415,16217,15794,15394,10788,11271,11199,5525,5556,5323
187,2292,2195,2169,71818,65392,66644,30013,30930,29608,16070,15867,16156,10982,11382,11450,5513,5516,5370
187.5,2291,2214,2219,71768,65524,66463,30182,30982,29504,16188,16026,15380,10878,11413,11519,5428,5576,5268
188,2340,2204,2186,71535,66293,66896,29997,30908,29432,16321,15900,15690,10832,11398,11359,5455,5589,5372
188.5,2302,2186,2120,71298,65951,66215,29814,31036,29484,16282,15756,15508,10991,11383,11218,5379,5506,5271
189,2327,2221,2144,71054,65732,66570,30017,30752,29273,16214,15910,15545,10866,11340,11331,5366,5526,5284
189.5,2304,2178,2123,71255,65664,66137,29143,30833,29672,16388,15714,15359,11002,11515,11281,5443,5590,5232
190,2352,2252,2175,70963,65940,66106,29342,30616,29454,16220,15746,15473,10841,11330,11273,5441,5526,5306
190.5,2314,2263,2218,71805,66114,65918,29601,30996,29253,15962,15802,15440,10918,11428,11207,5418,5569,5238
191,2268,2204,2176,72066,65799,66110,29650,30727,29320,16134,15691,15380,10886,11436,11389,5376,5410,5350
191.5,2295,2174,2144,71012,65270,65860,29348,30546,29196,16194,15727,15722,10862,11476,11380,5384,5527,5258
192,2310,2128,2111,70835,65736,66604,29479,30740,29270,15968,15808,16466,10861,11218,11388,5399,5485,5266
192.5,2296,2177,2114,71710,65274,65393,29297,30670,28977,16137,15736,15312,10906,11354,11312,5352,5549,5289
193,2342,2258,2137,71150,65379,66260,29366,30732,29309,15990,15544,15487,10821,11207,11378,5392,5490,5202
193.5,2303,2255,2196,70595,65612,65864,29338,30559,29174,16088,15660,15523,10859,11357,11240,5422,5477,5201
194,2272,2262,2199,71530,65217,66886,29484,30690,29119,15932,15758,15981,10863,11350,11328,5361,5528,5191
194.5,2318,2214,2132,70826,65602,65676,29595,30402,29129,16103,15783,16122,10740,11244,11338,5415,5525,5224
195,2300,2153,2167,70875,65035,65967,29588,30656,29156,16062,15900,15344,10918,11384,11488,5433,5434,5255
195.5,2273,2266,2244,71013,65148,65880,29181,30552,29442,15957,15742,15408,10806,11430,11214,5398,5459,5260
196,2323,2200,2177,70644,65284,65438,29088,30859,29213,15959,15881,16182,10994,11297,11264,5373,5516,5235
196.5,2266,2251,2152,70638,64866,65372,29126,30462,29140,16075,15732,15970,10885,11345,11265,5374,5398,5178
197,2278,2160,2087,71360,64998,65420,29652,30569,29066,16106,15859,15262,10862,11402,11365,5338,5482,5232
197.5,2273,2317,2185,70666,64992,66124,29438,30467,28920,15928,15613,15202,10908,11314,11254,5322,5505,5231
198,2361,2192,2171,70831,65138,65142,29225,30608,29026,15866,15845,15757,10845,11364,11386,5342,5504,5203
198.5,2297,2193,2142,71015,64976,65845,29424,30337,29015,15845,15763,15878,10878,11420,11302,5360,5446,5264
199,2296,2241,2209,70613,64260,65065,29228,30552,28913,15972,15844,15080,10891,11309,11197,5302,5412,5158
199.5,2284,2166,2163,71145,65356,65670,29254,30624,28957,15830,15654,16034,10750,11238,11308,5339,5528,5260
200,2295,2140,2153,70130,64928,65577,29615,30473,29060,16029,15744,15307,10877,11358,11348,5270,5528,5216
200.5,2304,2255,2196,70667,64432,65460,28948,30252,28862,16006,15799,15038,10926,11360,11279,5354,5460,5264
201,2251,2258,2224,70236,65041,65109,29033,30380,28816,15910,15627,15297,10832,11483,11314,5349,5515,5133
201.5,2292,2270,2212,69851,64486,65142,29219,30350,29049,15942,15710,15999,10832,11285,11326,5385,5442,5223
202,2263,2313,2194,70587,64952,65108,28906,30289,28814,16008,15684,15952,10786,11269,11321,5396,5471,5206
202.5,2313,2231,2210,70254,64811,64924,29179,30515,28722,15993,15667,15099,10829,11298,11229,5316,5510,5228
203,2322,2278,2210,70374,64282,65432,29304,30230,28903,16003,15646,14958,10906,11245,11314,5277,5515,5178
203.5,2322,2230,2214,70403,64338,64813,28702,30106,28779,15841,15549,15329,10849,11411,11285,5374,5434,5153
204,2289,2316,2246,69958,64384,65408,28988,30220,28582,15878,15426,15810,10864,11320,11342,5306,5385,5238
204.5,2288,2175,2160,69936,64467,65246,28900,30422,28886,15891,15607,15863,10839,11226,11398,5278,5525,5200
205,2256,2186,2162,70486,64935,64984,29121,30365,28852,15850,15618,15517,10871,11226,11285,5360,5436,5213
205.5,2325,2242,2209,70074,64351,64654,29063,30654,28607,15922,15632,15756,10844,11241,11225,5355,5429,5205
206,2290,2252,2155,70530,63956,64697,28760,30398,28699,15962,15583,15616,10827,11333,11176,5361,5455,5220
206.5,2274,2196,2129,70602,64679,65382,29370,29926,28764,15830,15673,15529,10810,11269,11353,5297,5416,5191
207,2317,2163,2132,70078,64587,65347,28916,30080,28880,15826,15609,15806,10646,11388,11296,5247,5434,5143
207.5,2350,2152,2142,70123,64529,64454,28666,30268,28674,15772,15560,15224,10627,11370,11272,5298,5446,5153
208,2291,2174,2145,70204,64143,64444,29024,29984,28554,15864,15537,15213,10856,11308,11348,5286,5347,5172
208.5,2244,2156,2134,69486,64744,65170,29150,30227,28646,15707,15393,15017,10898,11287,11270,5282,5484,5116
209,2332,2124,2134,69796,64934,64585,29274,29682,28955,15877,15662,15968,10778,11346,11458,5251,5427,5163
209.5,2274,2167,2137,70513,64404,64677,29292,29936,28546,15855,15573,15057,10734,11380,11350,5286,5378,5181
210,2276,2152,2118,69943,64825,65343,28882,30052,28510,15803,15534,15806,10803,11247,11307,5258,5396,5156
210.5,2292,2140,2064,70643,63881,64896,28981,30153,28807,15815,15566,15002,10746,11223,11300,5214,5420,5119
211,2227,2152,2132,69632,64570,64462,29074,30252,28600,15824,15555,15978,10675,11241,11268,5259,5424,5158
211.5,2278,2181,2174,70243,64028,65079,29078,30493,29008,15883,15543,15095,10713,11268,11195,5172,5323,5106
212,2294,2183,2133,69359,63652,63991,28729,30207,28246,15793,15560,15496,10835,11127,11127,5268,5372,5184
212.5,2282,2255,2213,69902,63948,64412,28958,29988,28566,15908,15477,14893,10824,11289,11121,5199,5310,5160
213,2280,2272,2190,69792,63893,64733,28830,30293,28492,15857,15497,15470,10771,11282,11226,5218,5366,5080
213.5,2277,2214,2167,69764,64010,64611,28750,29901,28733,15831,15468,15832,10870,11213,11267,5218,5423,5094
214,2296,2228,2221,69419,63811,64436,28720,30081,28332,15719,15660,15215,10901,11221,11276,5280,5428,5107
214.5,2273,2172,2066,70030,64224,64543,28841,29748,28761,15682,15618,15222,10748,11380,11268,5246,5362,5124
215,2277,2249,2199,69429,63679,63970,28817,29797,28665,15811,15603,15648,10905,11317,11146,5230,5426,5149
215.5,2280,2227,2213,69688,63670,64336,28780,29481,28501,15610,15533,16101,10796,11306,11275,5169,5410,5081
216,2230,2150,2144,70167,63448,64260,28964,29980,28388,15704,15564,15485,10814,11406,11271,5242,5384,5063
216.5,2289,2136,2121,69217,63768,64728,29023,29838,28422,15754,15486,15109,10536,11259,11120,5184,5329,5078
217,2272,2298,2185,69800,63744,64101,28890,30064,28497,15728,15475,15390,10736,11215,11188,5220,5404,5112
217.5,2274,2130,2155,69186,63704,64459,28715,29882,28365,15699,15486,15847,10797,11268,11276,5219,5345,5062
218,2243,2200,2158,69585,63431,64034,28881,29656,28263,15664,15474,15303,10689,11294,11170,5172,5393,5130
218.5,2313,2190,2128,68932,63424,63982,28724,29683,28410,15763,15488,15418,10748,11295,11212,5120,5379,5122
219,2261,2248,2198,69394,63629,64231,28711,29757,28319,15750,15354,14936,10737,11306,11210,5158,5356,5054
219.5,2294,2167,2134,69510,63363,63905,28713,29620,28142,15680,15314,14864,10801,11435,11202,5230,5349,5134
220,2281,2162,2142,69030,63096,64088,28984,29656,28089,15593,15367,15124,10710,11232,11140,5186,5399,5120
220.5,2242,2229,2202,69236,63413,63973,28404,29763,28230,15555,15471,15466,10737,11277,11331,5248,5356,5084
221,2260,2194,2218,68588,63241,64275,28789,29778,28247,15696,15295,15706,10809,11202,11124,5218,5322,5095
221.5,2266,2262,2221,68580,62856,63762,28443,29678,28191,15517,15428,15105,10953,11292,11234,5184,5347,5110
222,2290,2200,2112,69183,63544,64520,28596,29193,27978,15732,15447,16016,10916,11328,11167,5280,5371,5069
222.5,2301,2249,2190,68916,62607,64051,28244,29586,28006,15533,15362,15602,10846,11342,11256,5200,5346,5066
223,2259,2294,2213,68885,63228,63643,28300,29542,27974,15688,15388,14988,10798,11186,11220,5229,5341,5038
223.5,2264,2156,2122,69028,63218,63722,28711,29601,28274,15683,15428,14843,10722,11250,11254,5232,5348,5040
224,2265,2145,2126,69178,63090,63495,28898,29394,28250,15534,15356,15018,10820,11228,11280,5136,5335,4979
224.5,2264,2180,2120,68662,63164,63531,28343,29384,27764,15491,15264,14865,10812,11182,11148,5207,5361,5031
225,2286,2173,2122,68973,63025,63656,28274,29553,27904,15538,15271,15304,10855,11278,11230,5154,5306,5084
225.5,2239,2187,2104,68582,62937,63085,28230,29265,27981,15572,15226,15715,10744,11262,11202,5211,5341,5026
226,2329,2222,2170,69122,63402,63156,28166,29402,28058,15438,15288,15561,10719,11186,11084,5187,5299,5094
226.5,2292,2161,2151,69411,63228,63991,28523,29627,28110,15379,15269,14985,10734,11264,11125,5185,5350,5073
227,2226,2216,2180,68934,62941,63710,28499,29639,27874,15447,15246,15125,10745,11101,11165,5220,5354,5021
227.5,2250,2242,2148,68497,62101,62708,28513,29393,28058,15464,15410,15469,10702,11208,11196,5138,5343,5017
228,2266,2225,2175,68644,62809,63208,28122,29303,27815,15524,15391,15208,10882,11210,11048,5213,5371,5090
228.5,2230,2168,2164,68723,62822,62923,28773,29046,27959,15478,15117,14910,10810,11267,11246,5206,5342,4997
229,2283,2262,2166,68442,63094,63698,28350,29120,28040,15433,15098,14810,10733,11234,11231,5130,5285,5049
229.5,2277,2266,2182,68684,62363,63708,28486,29423,28076,15478,15294,15394,10712,11153,11151,5122,5352,4936
230,2250,2213,2193,68942,62419,63014,28630,29493,28068,15473,15304,15333,10743,11132,11199,5091,5383,4992
230.5,2243,2110,2052,68803,62585,63163,28361,29188,27820,15529,15140,14866,10779,11236,11164,5140,5278,5047
231,2285,2146,2126,68258,62509,62908,28090,29444,27838,15383,15154,15303,10697,11204,11164,5143,5330,4946
231.5,2243,2139,2140,68217,62804,62396,28409,28954,27837,15499,15189,15354,10736,11308,11156,5142,5273,5008
232,2270,2181,2119,68474,62513,63310,28029,29177,27861,15401,15116,15201,10740,11208,11232,5184,5325,4964
232.5,2326,2150,2067,68500,62411,63011,28252,29070,27677,15408,15039,14840,10796,11246,11308,5137,5254,4989
233,2287,2172,2109,68278,62558,63378,28222,29010,27806,15532,15149,14999,10726,11185,11104,5153,5298,5037
233.5,2270,2160,2100,68165,62526,62902,28046,29130,27674,15573,15162,15002,10726,11110,11144,5160,5316,4972
234,2293,2210,2154,68237,62685,63265,27878,28841,27875,15542,15220,14734,10786,11303,11095,5192,5379,4980
234.5,2247,2247,2139,68887,62495,63455,28038,28970,27676,15388,15281,14957,10808,11331,11282,5078,5263,4969
235,2248,2172,2106,67939,62414,62742,28206,29204,27830,15286,15193,15132,10729,11241,11106,5110,5260,4944
235.5,2282,2239,2202,67861,62293,62781,27935,29055,27616,15360,15210,15170,10724,11283,11150,5158,5323,5066
236,2256,2162,2095,68241,62154,62588,27988,28764,27730,15506,15202,14977,10737,11108,11193,5092,5323,4932
236.5,2280,2121,2115,68116,62135,62688,27820,29121,27748,15419,15153,14888,10791,11220,11253,5119,5355,5061
237,2252,2242,2182,68030,62137,62984,28198,29012,27890,15360,15114,14884,10783,11203,11184,5097,5323,5022
237.5,2211,2236,2184,68333,62508,63092,27820,29015,27706,15440,15099,15301,10839,11276,11118,5121,5296,5035
238,2262,2196,2138,68432,62201,62436,28140,28974,27563,15354,15306,15080,10735,11214,11201,5149,5300,4933
